,ResponseType,IPAddress,DurationS,Latitude,Longitude,Ocupacao,Estado ,Regiao,Hectares ,Culturas,Ano,Irrigado,SPD,BeneficioSPD,Cobertura,CulturadeCobertura,SLP,PDProblematica,PDRGly,PDRnome,PDRHerb,PRRHerbnome,RespAplic,TreinAplic,ManejoAlternativo,AdocaodeAuxinsT
81,IP Address,186.251.163.250,541,-29.71670532,-52.4332962,"Extensionista agricola, Tecnico agricola",RS,Sul,500,"Arroz, Cana-de-acucar, Citrus, Eucalipto, Feijao, Milho, Soja, HF, Pastagem",1 (ex.: safra),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,"CROTALÁRIA,  MILHETO...",Sim,"arroz vermelho (Oryza sativa L), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), tiririca (Cyperus sp.)",Sim,buva (Conyza sp.),Nao,,Produtor rural,Sim,"Cultural,Fisico,Mecanico",Nao tenho certeza
82,IP Address,177.79.30.8,725,-15.78329468,-47.91670227,Pesquisador em empresa,MT,Centro,120,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"crotalaria,  nabo forrageiro,  milheto,  brachiaria",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), Fedegoso (sena sp)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidor de fotossistema II (ex. atrazine,  linuron)","Funcionario da fazenda, Consultor",Sim,Cultural,Nao tenho certeza
83,IP Address,172.58.59.39,359,,,Estudante,PR,Sul,100,"Citrus, Milho, Soja, Outros",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Brachiaria,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidor de fotossistema II (ex. atrazine,  linuron)","Funcionario da fazenda,Produtor rural",Nao,"Cultural,Mecanico",Nao
84,IP Address,201.182.196.38,609,,,"Agronomo, Pesquisador publico, Professor",MG,Sudeste,1000,"Cafe, Cana-de-acucar, Soja",2 (ex.: safra e safrinha),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"crotalaria,  Feijao guandu e etc",Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao,,Sim,,,,,
85,IP Address,177.106.200.167,438,-19.69459534,-50.38220215,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",MG,Sudeste,NA,"Cafe, Feijao, HF, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidor de fotossistema II (ex. atrazine,  linuron)","Agronomo,Aplicador especialista,Produtor rural,Tecnico agricola",Nao tenho certeza,Cultural,Sim
86,IP Address,187.180.23.88,283,-2.532501221,-44.29629517,Ciencias agrarias,MA,Nordeste,200,"Arroz, Citrus, Feijao, Milho, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas",Sim,Feijao Guandu ,Nao,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), corda-de-viola (Ipomoea sp.)",Nao,,Sim,"Inibidor de fotossistema II (ex. atrazine,  linuron), Inibidores da biossintese de carotenoides (ex. clomazone [Gamit],  mesotrione [Callisto])",Agronomo,Sim,Cultural,Sim
87,IP Address,189.114.160.206,492,,,Produtor rural,"MS, PR","Centro, Sudeste ",1000,Pastagem,,Nao,Nao,,Nao,,Sim,grama mato grosso e marolo,Sim,marolo,Nao,,,,,
88,IP Address,191.6.157.84,3038,-28.10429382,-53.08860016,"Agronomo, Extensionista agricola",RS,Sul,5000,"Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia,  nabo",Sim,"Azevem (Lolium sp.), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L)",Sim,buva (Conyza sp.),Nao,,Produtor rural,Nao,"Cultural,Mecanico",Sim
89,IP Address,200.17.161.125,1305,-31.76669312,-52.33329773,"Agronomo, Estudante",RS,Sul,500,"Arroz, Soja, Trigo",1 (ex.: safra),Parcialmente,Parcialmente,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Sim,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Agronomo,Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,Cultural,Nao tenho certeza
90,IP Address,186.192.248.131,1176,-11.72889709,-49.06889343,"Estudante, Extensionista agricola, Produtor rural","MG, TO","Sudeste, Norte",253,"Algodao, Arroz, Cafe, Cana-de-acucar, Citrus, Eucalipto, Milho, Soja, Trigo",1 (ex.: safra),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas",Sim,,Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra]), Inibidores da glutamina sintetase (ex. Glufosinato [Liberty]), Inibidores da sintese de lipidios (ex. S-metolachloro [Dual Gold]), Inibidores da biossintese de carotenoides (ex. clomazone [Gamit],  mesotrione [Callisto]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)",Agronomo,Sim,,Nao tenho certeza
91,IP Address,179.254.172.244,815,-15.64700317,-56.13300323,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Estudante",RO,Norte,300000,Soja,"3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural",Nao tenho certeza,Cultural,Sim
92,IP Address,170.239.225.2,739,-10.16690063,-48.33279419,"Agronomo, Pesquisador em empresa",TO,Norte,5000,"Algodao, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na produtividade das culturas, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim," Braquiaria,  milheto",Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), trapoeraba (Commelina sp.), Vassourinha de botao,  erva-quente",Sim,capim-amargoso (Digitaria insularis),Nao tenho certeza,,"Agronomo,Produtor rural",Sim,Cultural,Nao tenho certeza
93,IP Address,177.124.77.222,690,-17.97790527,-43.60420227,"Agronomo, Pesquisador publico, Professor",MG,Sudeste,100000,"Cafe, Cana-de-acucar, Eucalipto, Feijao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,várias,Sim,"buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Agronomo,Sim,"Cultural,Fisico,Mecanico",Sim
94,IP Address,187.60.129.127,256,,,Estudante,MG,Sudeste,NA,"Cafe, Milho, Soja, Trigo",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,,,,,
95,IP Address,189.113.115.76,1146,-12.68170166,-55.69950104,"Agronomo, Consultor",MT,Centro,20000,"Algodao, Feijao, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Milheto,  Braquiaria Ruziziensis",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), erva quente,  ",Nao tenho certeza,,Nao tenho certeza,,Funcionario da fazenda,Sim,Cultural,Nao tenho certeza
96,IP Address,201.89.153.76,564,-29.16670227,-51.51669312,Agronomo,RS,Sul,10000,"Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,Reducao na erosao do solo,Sim,Aveia preta,Nao,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Produtor rural,Sim,Cultural,Nao tenho certeza
97,IP Address,177.47.86.220,229,,,Professor,SP,Sudeste,100,"Cana-de-acucar, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,,,,,,,,,,,,,
98,IP Address,200.132.88.130,369,-28.26669312,-52.40000153,"Agronomo, Pesquisador publico",RS,Sul,NA,"Milho, Soja, Trigo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Reducao na erosao do solo",Sim,"Azevem,  aveia,  milheto",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-arroz (Echinochloa sp.), capim-branco (Chloris sp.), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Aplicador especialista,Sim,,Sim
99,IP Address,177.113.112.101,1657,-23.57330322,-46.64169312,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Consultor, Produtor rural",SP,Sudeste,20000,"Cana-de-acucar, Feijao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,"Mileto,  crotalaria",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), poaia-branca (Richardia brasiliensis)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select]), Inibidores da Y22(ex. clomazone [Gamit],  mesotrione [Callisto]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Agronomo,Funcionario da fazenda,Produtor rural",Nao,Nenhum,Sim
100,IP Address,177.61.22.155,440,-23.12390137,-46.55409241,"Agronomo, Pesquisador em empresa",SP,Sudeste,20000,"Cana-de-acucar, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas",Sim,"Cristalaria,  Azevem,  trigo",Nao,"Azevem (Lolium sp.), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select]), Inibidor de fotossistema I (ex. Paraquate [Gramoxone])",Tecnico agricola,Sim,Mecanico,Sim
101,IP Address,191.54.70.82,1028,-18.61050415,-46.50320435,"Agronomo, Consultor, Pesquisador em empresa, Pesquisador publico, Professor","BA, GO, MG","Nordeste, Centro, Sudeste",10000,"Feijao, HF, Milho, Soja, Sorgo, Trigo",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,"Milheto,  braquiaria,  aveia preta",Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Funcionario da fazenda,Sim,"Cultural,Mecanico",Nao
102,IP Address,170.82.126.97,421,-8.275802612,-42.34010315,"Agronomo, Extensionista agricola, Professor, Tecnico agricola, Outro","BA, PE, PI",Nordeste,30,"Feijao, Milho, Outros",1 (ex.: safra),Parcialmente,Nao,,Nao,,Nao,tiririca (Cyperus sp.),Nao tenho certeza,,Nao,,Produtor rural,Nao,Nenhum,Nao
103,IP Address,164.144.248.28,194,,,Agronomo,PR,Sul,2500,Soja,2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,,,,
104,IP Address,179.254.28.203,203,,,Agronomo,MS,Centro,8600,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), picao (Bidens sp.)",Nao,,,,,,,
105,IP Address,177.15.10.146,641,-33.24349976,-53.22350311,Agronomo,RS,Sul,4000,"Soja, CultInverno",1 (ex.: safra),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Azevem e aveia,Sim,buva (Conyza sp.),Sim,buva (Conyza sp.),Nao,,"Aplicador especialista,Funcionario da fazenda",Sim,"Cultural,Mecanico",Sim
106,IP Address,160.238.217.238,447,-27.69999695,-52.41670227,Agronomo,RS,Sul,10000,"Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Aveia,  Nabo",Nao,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.)",Sim,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural,Tecnico agricola",Nao tenho certeza,Cultural,Sim
107,IP Address,138.255.150.251,432,,,Agronomo,MT,Centro,70,Pastagem,,Nao,Nao,,Nao,,Nao,"Casadinha,  lacre,  pata de vaca,  angiquinho,  aromita etc.",Nao,,Nao,,,,,
108,IP Address,200.132.15.1,607,-29.68330383,-53.80000305,Estudante,RS,Sul,5,HF,"3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Nao,,Nao,,Nao,"Azevem (Lolium sp.), buva (Conyza sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,Outros (descreva),Produtor rural,Nao,"Cultural,Mecanico",
109,IP Address,187.109.107.238,558,-26.21670532,-52.66670227,"Estudante, Funcionario da propriedade rural, Produtor rural, Tecnico agricola",PR,Sul,250,"Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia milheto,Sim,"Azevem (Lolium sp.), buva (Conyza sp.), picao (Bidens sp.)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra])","Agronomo,Produtor rural",Sim,"Cultural,Mecanico",Sim
110,IP Address,179.184.84.86,3158,-29.68330383,-53.80000305,"Agronomo, Extensionista agricola, Produtor rural",RS,Sul,3,"Cana-de-acucar, Feijao, Milho, Soja, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,,Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), capim-branco (Chloris sp.), buva (Conyza sp.)",Nao,,"Agronomo,Produtor rural",Nao,"Cultural,Mecanico",Nao tenho certeza
111,IP Address,179.184.84.86,356,,,Agronomo,RS,Sul,3000,"Cana-de-acucar, Feijao, Milho, Soja, Trigo",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Aveia preta,  Azevem e ervilhaca",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), leiteiro (Euphorbia heterophylla L), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), capim-branco (Chloris sp.), buva (Conyza sp.)",Nao,,,,,
112,IP Address,177.1.181.151,692,,,Agronomo,RS,Sul,1000,"Feijao, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia-preta,Nao,buva (Conyza sp.),Sim,buva (Conyza sp.),Nao tenho certeza,,,,,
113,IP Address,179.198.89.73,469,,,"Agronomo, Consultor",MG,Sudeste,3000,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Braquiaria,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,,,,
114,IP Address,187.35.70.148,964,-21.25549316,-48.32049561,Agronomo,SP,Sudeste,300,"Cana-de-acucar, Citrus",1 (ex.: safra),Parcialmente,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,Funcionario da fazenda,Sim,Nenhum,
115,IP Address,200.0.32.126,245,-15.78329468,-47.91670227,"Agronomo, Tecnico agricola",BA,Nordeste,40,Soja,1 (ex.: safra),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo",Sim,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Nao tenho certeza,,Nao tenho certeza,,Agronomo,Sim,Cultural,Sim
116,IP Address,177.11.16.55,189,,,Agronomo,"GO, SP","Centro, Sudeste ",NA,"HF, Milho, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,buva (Conyza sp.),Sim,,,,,
117,IP Address,200.18.134.58,681,-17.41960144,-44.85969543,"Consultor, Professor",MG,Sudeste,NA,HF,"3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Nao,,Sim,"milheto,  crotalaria",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Aplicador especialista,Funcionario da fazenda",Nao tenho certeza,"Cultural,Mecanico",
118,IP Address,200.0.32.126,363,,,Agronomo,BA,Nordeste,45000,Soja,1 (ex.: safra),Nao,Sim,,Sim,Milheto,Nao,"capim-amargoso (Digitaria insularis), picao (Bidens sp.), trapoeraba (Commelina sp.)",Nao tenho certeza,,Nao tenho certeza,,,,,
119,IP Address,189.31.132.74,431,-16.99229431,-48.1526947,"Agronomo, Pesquisador publico, Professor",GO,Centro,NA,"Cafe, Cana-de-acucar, Eucalipto, Feijao, Milho, Soja, Sorgo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Milheto,  crotalaria",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao tenho certeza,,"Aplicador especialista,Funcionario da fazenda,Tecnico agricola",Nao tenho certeza,"Cultural,Mecanico",Sim
120,IP Address,187.116.99.91,1015,-22.90950012,-47.06739807,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",SP,Sudeste,700,"Eucalipto, Feijao, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,"Aveia,  milheto e crotalaria",Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), buva (Conyza sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,"Funcionario da fazenda,Produtor rural",Nao tenho certeza,Cultural,Nao tenho certeza
